belongs_to_collection,genres,original_language,popularity,production_companies,release_date,runtime,status,title,vote_average,return
-1,1911,17,4,19730,12,2,4,Blown Away,1,0.0
-1,2384,17,4,14913,12,2,4,Blue Chips,1,0.0
-1,2277,17,3,14112,12,1,4,Blue Sky,2,0.0
-1,2995,17,4,21703,12,0,4,Body Snatchers,1,0.03
-1,2277,17,3,11890,12,2,4,Boxing Helena,0,0.0
-1,2026,17,4,8682,12,2,4,A Bronx Tale,3,0.79
-1,1599,17,2,19557,12,0,4,Cabin Boy,0,0.0
-1,2000,17,2,4585,12,1,4,Calendar Girl,0,0.2
-1,348,17,4,20667,12,2,4,Carlito's Way,3,1.22
254,272,17,4,4466,12,2,4,City Slickers II: The Legend of Curly's Gold,0,0.0
-1,1586,17,3,12442,12,2,4,Clean Slate,1,0.0
-1,187,17,4,19623,12,2,4,Cliffhanger,2,3.64
-1,1556,17,4,14913,12,0,4,Coneheads,0,0.0
-1,2228,17,4,9092,12,2,4,Color of Night,1,0.49
-1,281,17,4,19700,12,1,4,Cops & Robbersons,0,0.0
-1,4007,17,3,9446,12,1,4,The Cowboy Way,1,0.0
-1,2384,17,3,12405,12,2,4,Dangerous Game,1,0.0
-1,1599,17,4,5700,12,2,4,Dave,2,0.0
-1,1408,17,4,8476,12,1,4,Dazed and Confused,3,1.16
-1,1613,17,4,17520,12,2,4,Demolition Man,2,2.79
1310,1845,17,1,-1,12,2,4,The Endless Summer 2,3,0.0
-1,4041,17,3,7228,12,1,4,Even Cowgirls Get the Blues,0,0.0
-1,1599,17,3,12442,12,1,4,Fatal Instinct,1,0.0
-1,2384,87,3,2257,12,2,4,Farewell My Concubine,3,0.0
-1,1977,17,2,14143,12,1,4,The Favor,0,0.0
-1,2384,17,4,17923,12,2,4,Fearless,2,0.0
-1,1599,17,2,-1,12,0,4,Fear of a Black Hat,1,0.0
-1,1408,17,3,17923,12,2,4,With Honors,2,0.0
-1,2229,17,3,14858,12,2,4,Flesh and Bone,2,0.0
-1,1584,17,1,7228,12,1,4,Widows' Peak,0,0.0
-1,1552,17,4,20949,12,1,4,For Love or Money,1,0.37
-1,2239,17,4,14749,12,2,4,The Firm,2,6.43
468,2404,17,4,3132,12,2,4,Free Willy,1,7.68
-1,1711,17,3,12735,12,2,4,Fresh,3,0.0
1328,681,17,4,21816,12,2,4,The Fugitive,3,8.38
-1,2783,17,3,4664,12,2,4,Geronimo: An American Legend,1,0.53
-1,1911,17,4,20733,12,2,4,The Getaway,1,0.0
-1,2426,17,3,12442,12,2,4,Getting Even with Dad,0,0.0
-1,2277,17,1,10389,12,0,4,Go Fish,0,0.0
-1,1408,17,4,8483,12,1,4,A Good Man in Africa,1,0.0
-1,2360,17,4,9109,12,2,4,Guilty as Sin,1,0.0
547,87,17,4,20816,12,1,4,Hard Target,2,4.12
-1,2842,17,3,16205,12,2,4,Heaven & Earth,2,0.0
589,326,17,4,20088,12,0,4,Hot Shots! Part Deux,2,5.35
-1,1599,17,3,17882,12,1,4,Live Nude Girls,0,0.0
-1,1977,17,4,12694,12,1,4,The Englishman Who Went Up a Hill But Came Down a Mountain,2,0.0
-1,3367,17,4,5476,12,2,4,The House of the Spirits,2,0.0
594,1599,17,2,-1,12,1,4,House Party 3,0,0.0
-1,1408,17,4,15379,12,2,4,The Hudsucker Proxy,3,0.0
-1,1408,17,3,8460,12,2,4,I'll Do Anything,1,0.0
-1,1599,17,4,9109,12,1,4,In the Army Now,0,0.0
-1,451,17,4,3432,12,2,4,In the Line of Fire,2,4.42
-1,2384,17,4,20568,12,2,4,In the Name of the Father,3,5.06
-1,1398,17,1,19557,12,2,4,The Inkwell,0,0.0
-1,2222,17,4,19557,12,2,4,What's Love Got to Do with It,3,0.0
-1,1599,17,3,14537,12,2,4,Jimmy Hollywood,0,0.0
-1,592,17,4,20732,12,2,4,Judgment Night,2,0.0
666,1003,17,4,20587,12,2,4,Jurassic Park,3,14.6
-1,3808,17,4,15644,12,2,4,Kalifornia,2,0.27
-1,348,17,3,11416,12,1,4,Killing Zoe,2,0.28
-1,2384,17,3,8483,12,2,4,King of the Hill,2,0.0
-1,94,17,3,14913,12,1,4,Lassie,2,0.0
-1,896,17,4,4359,12,2,4,Last Action Hero,2,1.62
-1,1445,17,4,19557,12,1,4,Life With Mikey,1,0.0
-1,329,17,3,16979,12,1,4,Lightning Jack,1,0.0
-1,2277,17,4,8156,12,1,4,M. Butterfly,2,0.0
-1,1599,17,4,16205,12,2,4,Made in America,1,0.0
-1,2026,17,4,4569,12,2,4,Malice,1,0.0
-1,2384,17,4,9353,12,2,4,The Man without a Face,2,0.0
-1,1532,17,4,19700,12,2,4,Manhattan Murder Mystery,3,0.84
-1,1872,17,4,13473,12,1,4,Menace II Society,3,7.97
-1,127,17,4,17520,12,2,4,Executive Decision,1,2.22
-1,2277,36,4,1298,10,2,4,In the Realm of the Senses,2,0.0
-1,3776,17,1,19156,12,1,4,What Happened Was...,3,0.0
-1,1977,17,4,16247,12,2,4,Much Ado About Nothing,3,0.0
-1,2277,17,4,19682,12,2,4,Mr. Jones,1,0.0
-1,1552,17,4,21795,12,1,4,Mr. Wonderful,1,0.0
-1,1350,17,4,19879,12,2,4,Mrs. Doubtfire,3,17.65
-1,1408,17,4,19226,12,2,4,Naked,3,0.0
1372,1023,17,4,4420,12,2,4,The Next Karate Kid,0,1.32
-1,1408,17,1,16166,12,2,4,The New Age,0,0.0
-1,448,17,4,4363,12,2,4,No Escape,2,0.77
-1,1335,17,4,4570,12,0,4,North,0,0.0
-1,3345,17,3,12511,12,1,4,Orlando,2,0.0
-1,1711,17,4,11934,12,2,4,A Perfect World,3,4.5
-1,2384,17,4,19630,12,2,4,Philadelphia,3,7.95
-1,2277,17,4,13495,12,2,4,The Piano,3,16.67
-1,2277,17,4,4664,12,2,4,Poetic Justice,3,1.97
-1,2384,17,3,19557,12,2,4,The Program,1,0.0
-1,2995,17,4,9109,12,2,4,The Puppet Masters,1,0.0
-1,1281,17,4,20937,12,2,4,Radioland Murders,1,0.0
-1,1599,17,4,19540,12,1,4,The Ref,2,1.04
-1,2277,17,4,4560,12,2,4,The Remains of the Day,3,2.02
-1,1593,17,3,4015,12,2,4,Renaissance Man,1,0.61
-1,459,17,4,20114,12,2,4,Rising Sun,1,0.0
-1,1552,17,3,4454,12,2,4,The Road to Wellville,1,0.0
1039,86,17,4,14160,12,2,4,RoboCop 3,0,0.49
-1,1599,17,4,8142,12,2,4,Robin Hood: Men in Tights,2,1.79
-1,348,17,4,22151,12,1,4,Romeo Is Bleeding,1,0.28
-1,459,17,4,18941,12,1,4,Romper Stomper,2,0.0
-1,2277,17,2,16682,12,2,4,Ruby in Paradise,1,1.25
-1,2384,17,4,19700,12,2,4,Rudy,3,1.9
-1,2384,17,2,5286,12,1,4,The Saint of Fort Washington,0,0.0
-1,2384,24,2,17670,12,2,4,Savage Nights,2,0.0
-1,2148,17,4,20587,12,2,4,Schindler's List,3,14.61
-1,1408,17,4,20084,12,1,4,The Scout,1,0.0
-1,2384,17,4,12608,12,2,4,Searching for Bobby Fischer,3,0.0
-1,2384,17,2,16168,12,2,4,Second Best,1,0.0
1456,2046,17,4,1001,12,1,4,The Secret Garden,3,0.0
-1,1296,17,4,16976,12,1,4,Serial Mom,2,0.6
1460,906,17,4,20937,12,2,4,The Shadow,1,1.92
-1,2277,17,3,17275,12,2,4,Shadowlands,2,0.0
-1,1408,17,4,7221,12,2,4,Short Cuts,3,0.0
-1,2060,17,3,19557,12,2,4,A Simple Twist of Fate,1,0.0
-1,1408,17,3,12700,12,1,4,Sirens,1,0.0
-1,3170,17,4,12410,12,2,4,Six Degrees of Separation,2,0.0
-1,1398,17,4,19700,12,2,4,Sleepless in Seattle,2,10.85
-1,2360,17,4,14817,12,2,4,Sliver,0,2.91
178,3511,17,4,17309,11,2,4,Blade Runner,3,1.18
-1,1398,17,4,9109,12,1,4,Son in Law,1,0.0
-1,1306,17,4,19700,12,1,4,So I Married an Axe Murderer,2,0.58
-1,1612,17,4,4425,12,1,4,Striking Distance,1,0.0
-1,2820,17,3,-1,11,2,4,Harem,0,0.0
-1,747,17,4,9090,12,2,4,Super Mario Bros.,0,0.44
-1,182,17,3,13473,12,1,4,Surviving the Game,2,1.04
-1,621,17,4,9099,12,1,4,Terminal Velocity,0,0.33
-1,2222,17,2,16403,12,1,4,Thirty Two Short Films About Glenn Gould,3,0.0
-1,1346,17,4,19669,12,1,4,Threesome,2,0.0
-1,2564,17,4,19325,12,0,4,The Nightmare Before Christmas,3,4.2
-1,70,17,4,21477,12,2,4,The Three Musketeers,2,1.8
-1,108,17,4,9092,12,2,4,Tombstone,3,2.26
-1,1911,17,2,21759,12,2,4,Trial by Jury,1,0.0
-1,590,17,4,5303,12,2,4,True Romance,3,0.98
-1,1821,17,2,-1,12,1,4,The War Room,3,0.0
-1,2718,17,4,20108,12,0,4,The Pagemaster,2,0.51
-1,2000,17,1,20202,12,2,4,"Paris, France",1,0.0
-1,-1,17,1,-1,12,0,4,"The Beans of Egypt, Maine",0,0.0
-1,3835,17,1,16301,12,1,4,Killer,0,0.0
-1,1408,17,4,-1,12,0,4,Welcome to the Dollhouse,3,0.0
-1,2277,17,3,16270,12,2,4,Germinal,2,0.0
-1,1552,17,4,21759,12,1,4,Chasers,0,0.0
-1,2205,17,4,3028,12,1,4,Cronos,2,0.0
-1,1552,17,1,7220,12,1,4,Naked in New York,0,0.0
-1,1408,19,3,3840,12,2,4,Kika,2,0.0
-1,1408,17,1,3618,12,1,4,Bhaji on the Beach,1,0.0
-1,1445,17,3,4466,12,2,4,Little Big League,1,0.0
-1,2384,74,3,16777,12,1,4,The Slingshot,2,0.0
-1,3643,17,0,-1,12,1,4,Wide Eyed and Legless,0,0.0
-1,2277,17,0,-1,12,1,4,Foreign Student,0,0.0
-1,1480,17,3,-1,12,1,4,"Ciao, Professore!",3,0.0
-1,1408,17,3,7224,12,2,4,Spanking the Monkey,1,0.0
-1,3307,17,4,20581,12,0,4,The Little Rascals,2,0.0
-1,1599,17,0,-1,12,0,4,À la mode,0,0.0
-1,2036,17,3,14913,12,1,4,Andre,0,0.0
-1,3798,34,0,-1,12,1,4,The Escort,0,0.0
-1,1367,17,3,19700,12,1,4,Princess Caraboo,0,0.0
-1,2810,17,4,17766,12,1,4,The Celluloid Closet,3,0.0
-1,1976,17,2,-1,12,1,4,Café au Lait,2,0.0
-1,1408,34,3,16804,12,1,4,Dear Diary,3,0.0
-1,3367,17,2,14177,12,2,4,I Don't Want to Talk About It,1,0.0
1263,1599,17,3,14913,12,0,4,The Brady Bunch Movie,1,0.0
578,1445,17,1,19975,12,2,4,Home Alone,3,26.48
-1,2658,17,4,14913,12,2,4,Ghost,3,22.95
46,1148,17,4,21572,12,1,4,Aladdin,3,18.0
1483,616,17,4,11228,12,2,4,Terminator 2: Judgment Day,3,5.2
-1,864,17,4,19298,12,2,4,Dances with Wolves,3,19.28
-1,3736,17,1,17303,12,1,4,Tough and Deadly,2,0.0
141,2532,17,4,15381,11,2,4,Batman,3,11.75
1344,1711,17,3,14151,12,2,4,The Silence of the Lambs,3,14.35
-1,2564,17,4,21579,6,0,4,Snow White and the Seven Dwarfs,3,124.24
149,3369,17,4,21559,12,0,4,Beauty and the Beast,3,15.09
-1,1165,17,4,15860,7,0,4,Pinocchio,3,32.42
-1,3316,17,4,19554,12,2,4,Pretty Woman,3,33.07
-1,1358,65,1,17683,12,0,4,Window to Paris,1,0.0
-1,1022,17,4,21822,9,2,4,The Wild Bunch,3,0.1
-1,1770,17,3,19744,12,1,4,Love and a .45,1,0.0
-1,2111,17,0,11483,12,2,4,The Wooden Man's Bride,2,0.0
-1,-1,17,0,-1,12,0,4,A Great Day in Harlem,3,0.0
-1,1552,17,3,20110,12,2,4,Bye Bye Love,2,0.0
-1,1552,17,4,19957,12,2,4,One Fine Day,2,0.0
216,3032,17,3,15648,12,1,4,Candyman: Farewell to the Flesh,0,0.0
-1,3367,17,2,1912,12,2,4,Century,0,0.0
-1,1711,17,4,15385,12,1,4,Fargo,3,8.66
579,736,17,4,21572,12,0,4,Homeward Bound II: Lost in San Francisco,1,0.0
560,1221,17,4,3109,11,1,4,Heavy Metal,2,0.0
564,3023,17,4,12646,12,0,4,Hellraiser: Bloodline,0,4.17
-1,1552,17,4,12716,12,1,4,The Pallbearer,0,0.0
-1,2277,17,3,12735,12,2,4,Jane Eyre,3,0.0
-1,2239,17,1,-1,12,1,4,Loaded,0,0.0
-1,1480,34,2,-1,10,1,4,Bread and Chocolate,3,0.0
-1,1078,17,4,21579,10,0,4,The Aristocats,3,13.92
-1,2277,19,3,6107,12,2,4,The Flower of My Secret,3,0.0
-1,1552,17,2,15377,12,2,4,Two Much,1,0.0
-1,1445,17,4,20937,12,1,4,Ed,0,0.0
-1,825,15,1,-1,12,2,4,Scream of Stone,3,0.0
-1,2384,24,1,18561,12,2,4,My Favorite Season,2,0.0
-1,-1,17,0,-1,12,1,4,A Modern Affair,0,0.0
-1,3736,17,2,-1,12,0,4,Condition Red,0,0.0
-1,1408,17,3,4087,12,1,4,Halfaouine: Boy of the Terraces,3,0.0
-1,1577,17,3,13429,12,2,4,A Thin Line Between Love and Hate,1,0.0
-1,1574,17,3,4402,12,1,4,The Last Supper,2,0.0
-1,1692,17,4,14913,12,2,4,Primal Fear,3,3.42
-1,-1,17,0,-1,12,0,4,Rude,1,0.0
-1,2277,17,2,-1,12,2,4,Carried Away,1,0.0
53,3288,17,3,12442,12,0,4,All Dogs Go to Heaven 2,0,0.0
-1,2146,17,4,16483,12,2,4,Land and Freedom,3,0.0
-1,1599,17,1,5296,12,0,4,Denise Calls Up,2,0.0
-1,2719,17,3,13473,12,1,4,Theodore Rex,0,0.0
-1,1408,17,4,20515,12,2,4,A Family Thing,1,0.0
-1,2360,17,1,-1,12,0,4,Frisk,0,0.0
-1,1445,17,4,9446,12,1,4,Sgt. Bilko,1,0.0
-1,1398,17,2,8489,12,2,4,Jack & Sarah,1,0.0
-1,1599,17,3,7511,12,2,4,Girl 6,1,0.41
-1,2177,17,3,12096,12,2,4,Diabolique,1,0.0
-1,820,24,3,15535,12,1,4,"Little Indian, Big City",1,0.0
-1,3367,15,0,16654,12,1,4,Roula,0,0.0
-1,1599,15,0,21922,12,-1,4,Peanuts – Die Bank zahlt alles,0,0.0
-1,1599,15,0,17212,12,-1,4,Happy Weekend,0,0.0
-1,2277,24,3,-1,12,2,4,Nelly and Monsieur Arnaud,3,0.0
-1,2348,17,4,19922,12,2,4,Courage Under Fire,2,2.19
835,685,17,4,14574,12,2,4,Mission: Impossible,2,5.72
-1,2000,15,1,9349,12,0,4,Cold Fever,3,0.0
-1,2277,17,3,19729,12,2,4,Moll Flanders,2,0.0
-1,1599,15,2,4818,12,0,4,The Superwife,1,0.0
-1,2970,41,1,14945,12,1,4,"301, 302",2,0.0
372,2735,17,4,20937,12,2,4,DragonHeart,2,2.02
-1,2384,15,1,-1,12,-1,4,Und keiner weint mir nach,0,0.0
-1,2384,15,1,-1,12,1,4,My Mother's Courage,0,0.0
-1,330,17,3,9101,12,1,4,Eddie,1,0.0
-1,2000,17,2,5655,12,1,4,Yankee Zulu,1,0.0
-1,-1,17,0,-1,12,1,4,Billy's Holiday,0,0.0
-1,1711,24,3,19360,9,2,4,Purple Noon,3,0.0
-1,3303,17,2,8490,12,1,4,August,1,0.0
-1,719,17,4,21467,12,0,4,James and the Giant Peach,2,0.76
-1,2352,17,4,9446,12,1,4,Fear,2,0.0
-1,1599,17,3,14706,12,0,4,Kids in the Hall: Brain Candy,1,0.0
-1,1291,17,2,13401,12,1,4,Faithful,0,0.75
-1,3965,73,4,10493,12,2,4,Underground,3,0.0
-1,3976,74,3,15122,12,2,4,All Things Fair,2,0.0
186,621,17,3,6599,12,1,4,Bloodsport II,1,0.0
1239,2384,7,3,8455,8,2,4,Pather Panchali,3,0.0
1239,2384,7,3,16969,8,2,4,The World of Apu,3,0.0
-1,1567,17,3,20694,12,0,4,Mystery Science Theater 3000: The Movie,3,0.0
-1,-1,17,0,-1,12,1,4,Tarantella,0,0.0
-1,1069,17,4,21640,12,0,4,Space Jam,2,3.13
-1,3561,17,4,14601,9,1,4,Barbarella,1,0.28
-1,3736,17,0,11174,12,1,4,Hostile Intentions,3,0.0
-1,1501,17,1,-1,12,1,4,They Bite,1,0.0
-1,2360,17,1,-1,12,0,4,Some Folks Call It a Sling Blade,3,0.0
-1,2277,17,0,3427,12,0,4,The Run of the Country,3,0.0
737,2290,24,3,7150,9,1,4,Alphaville,2,0.0
-1,2384,24,3,7098,11,2,4,Coup de Torchon,2,0.0
-1,1814,17,0,-1,12,0,4,Tigrero: A Film That Was Never Made,3,0.0
-1,-1,17,0,-1,12,2,4,The Eye of Vichy,0,0.0
-1,2935,17,1,12512,11,1,4,Windows,1,0.0
-1,2384,17,3,14045,12,2,4,It's My Party,2,0.0
-1,2277,17,1,-1,12,2,4,Country Life,3,0.0
-1,56,17,3,21502,12,2,4,Operation Dumbo Drop,0,0.0
-1,2277,15,0,18149,12,2,4,The Promise,0,0.0
-1,1538,17,4,19700,12,2,4,Mrs. Winterbourne,1,0.4
-1,179,17,3,21037,12,1,4,Solo,0,0.0
-1,2116,27,1,-1,12,0,4,Under The Domim Tree,2,0.0
1480,621,17,4,11416,12,2,4,The Substitute,1,0.0
-1,1746,17,2,-1,12,1,4,True Crime,1,0.0
-1,1697,17,2,5172,12,0,5,Butterfly Kiss,3,0.0
-1,270,17,4,7207,12,1,4,Feeling Minnesota,1,0.0
-1,2277,17,2,13311,12,1,4,Delta of Venus,0,0.0
-1,-1,17,0,-1,12,0,4,To Cross the Rubicon,0,0.0
-1,1346,17,3,13473,12,1,4,Angus,2,0.0
-1,2150,57,1,6701,12,2,4,Priest Daens,2,0.0
-1,2384,17,4,12148,9,2,4,Faces,3,0.0
-1,3356,17,2,15382,12,0,4,Boys,1,0.0
-1,193,17,4,20837,12,1,4,The Quest,1,1.91
-1,1552,17,2,-1,12,1,4,Cosi,3,0.0
-1,2384,17,2,10065,12,1,4,Sunset Park,1,0.0
-1,2239,17,4,12442,12,2,4,Mulholland Falls,2,0.0
-1,1552,17,4,20035,12,1,4,The Truth About Cats & Dogs,1,0.0
-1,1090,17,4,21536,11,0,4,Oliver & Company,2,2.39
-1,1599,17,3,3333,12,1,4,Celtic Pride,0,0.0
-1,895,17,3,20886,12,1,4,Flipper,1,0.79
-1,2347,17,3,5648,12,1,4,Captives,1,0.0
-1,2384,17,1,12735,12,2,4,Of Love and Shadows,0,0.0
-1,2091,17,4,9943,12,2,4,Dead Man,3,0.0
-1,3939,17,3,7656,12,2,4,The Horseman on the Roof,2,0.43
-1,350,17,4,3513,10,1,4,Switchblade Sisters,2,0.0
-1,1480,19,2,-1,12,2,4,Mouth to Mouth,1,0.0
1499,2596,24,4,3126,12,2,4,The Visitors,3,0.0
-1,1467,17,4,4420,12,2,4,Multiplicity,1,0.0
-1,1845,17,0,22135,12,2,4,"The Haunted World of Edward D. Wood, Jr.",3,0.0
-1,2116,17,0,-1,13,0,4,Two Friends,0,0.0
-1,2075,17,4,4664,12,1,4,The Craft,2,1.65
-1,1408,17,3,19869,12,1,4,The Great White Hype,1,0.0
-1,2360,17,2,19557,12,2,4,Last Dance,1,0.0
-1,1398,17,3,-1,12,1,4,Cold Comfort Farm,3,0.0
-1,1140,17,1,14399,12,2,4,"Institute Benjamenta, or This Dream People Call Human Life",3,0.0
-1,2239,17,4,13447,12,2,4,Heaven's Prisoners,0,0.0
-1,390,17,1,81,12,1,4,Original Gangstas,1,0.63
-1,187,17,4,9094,12,2,4,The Rock,3,4.47
-1,1599,17,1,19134,12,1,4,Getting Away with Murder,1,0.0
-1,2638,34,4,3211,12,2,4,Cemetery Man,3,0.0
-1,131,17,4,20586,12,2,4,Twister,2,5.37
-1,575,17,4,15642,12,1,4,Barb Wire,0,0.0
-1,2384,24,0,7635,12,1,4,Le Garçu,0,0.0
-1,1599,15,1,16653,12,1,4,Honeymoon,0,0.0
501,230,36,4,2078,12,0,4,Ghost in the Shell,3,0.0
-1,3028,17,3,14857,12,1,4,Thinner,1,0.0
-1,330,17,4,9109,12,0,4,Spy Hard,0,0.0
-1,1408,17,1,16255,12,1,4,Brothers in Trouble,0,0.0
1608,2412,17,4,496,12,0,4,A Close Shave,3,0.0
-1,1872,17,3,6306,7,0,4,Force of Evil,2,0.0
-1,1445,17,3,13429,12,1,4,The Stupids,0,0.0
1241,533,17,4,11414,12,2,4,The Arrival,2,0.56
-1,2376,17,0,12442,7,2,4,The Man from Down Under,0,0.0
-1,1998,17,4,8906,9,1,4,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,3,5.24
-1,2893,17,0,22598,12,1,4,Careful,3,0.0
-1,1398,17,2,12618,12,1,4,A Month by the Lake,3,0.0
-1,2384,17,4,20620,12,1,4,Gold Diggers: The Secret of Bear Mountain,1,0.0
-1,2404,17,2,12442,8,2,4,Kim,3,0.0
-1,1845,62,0,3672,12,1,4,Carmen Miranda: Bananas Is My Business,3,0.0
-1,1919,87,4,2258,12,1,4,Ashes of Time,3,0.0
-1,-1,17,1,-1,12,0,4,The Jar,3,0.0
-1,1845,17,0,-1,12,2,4,Maya Lin: A Strong Clear Vision,0,0.0
-1,2148,15,4,16665,12,2,4,Stalingrad,3,0.0
-1,690,17,4,14898,12,1,4,The Phantom,0,0.38
-1,2324,17,4,4466,12,2,4,Striptease,0,2.27
-1,2000,17,2,-1,12,1,4,The Last of the High Kings,1,0.0
-1,2277,17,2,1688,12,2,4,Heavy,3,0.0
-1,1400,17,4,996,12,2,4,Jack,1,1.3
-1,2384,17,3,15313,12,2,4,I Shot Andy Warhol,2,0.0
-1,1350,17,1,7198,12,2,4,The Grass Harp,2,0.0
-1,2384,73,0,11680,12,1,4,Someone Else's America,0,0.0
-1,3105,24,1,18299,11,0,4,Life is Rosy,2,0.0
-1,-1,17,0,-1,12,0,4,Quartier Mozart,0,0.0
809,2277,85,0,18217,10,0,4,Touki Bouki,3,0.0
-1,2384,24,0,5615,11,0,4,God's Gift,0,0.0
-1,2225,24,3,4188,9,2,4,Spirits of the Dead,1,0.0
-1,-1,17,0,-1,12,2,4,Babyfever,0,0.0
-1,4047,17,2,9535,12,1,4,Pharaoh's  Army,2,0.0
1548,2026,17,4,12634,12,1,4,Trainspotting,3,4.12
-1,1552,17,3,14706,12,2,4,Til There Was You,0,0.0
624,181,17,4,19890,12,2,4,Independence Day,2,10.89
-1,2277,17,4,7564,12,2,4,Stealing Beauty,2,0.0
-1,2239,17,4,19664,12,2,4,The Fan,1,0.34
1358,1941,17,4,21572,12,1,4,The Hunchback of Notre Dame,2,1.0
-1,1404,17,4,4420,12,1,4,The Cable Guy,1,2.19
-1,1599,17,4,12926,12,2,4,Kingpin,2,0.93
-1,435,17,4,10512,12,2,4,Eraser,1,2.42
-1,1845,17,0,-1,12,2,-1,The Gate of Heavenly Peace,2,0.0
1421,2591,17,4,9446,12,1,4,The Nutty Professor,1,2.38
-1,2116,19,0,7955,12,2,4,"I, the Worst of All",2,0.0
-1,2275,64,2,3130,12,0,4,An Unforgettable Summer,3,0.0
-1,-1,17,0,-1,11,1,4,A Hungarian Fairy Tale,0,0.0
-1,-1,17,0,-1,12,1,4,My Life and Times With Antonin Artaud,3,0.0
-1,-1,17,0,7294,12,1,4,Midnight Dancers,3,0.0
-1,1408,17,2,9641,12,1,4,Somebody to Love,1,0.0
-1,2384,17,0,-1,10,0,5,A Very Natural Thing,2,0.0
-1,1599,24,1,7100,12,0,4,The Old Lady Who Walked in the Sea,0,0.0
-1,187,17,4,20654,12,2,4,Daylight,1,1.99
-1,2909,17,4,22087,12,2,4,The Frighteners,2,0.98
-1,2229,17,4,3431,12,2,4,Lone Star,3,2.65
-1,1350,17,3,14808,12,1,4,Harriet the Spy,1,0.0
-1,2083,17,4,19557,12,2,4,Phenomenon,2,4.75
-1,1398,17,2,3665,12,0,4,Walking and Talking,2,0.0
-1,1552,17,4,7585,12,1,4,She's the One,1,2.71
-1,1711,17,4,16205,12,2,4,A Time to Kill,3,3.81
-1,2384,17,4,3639,12,0,4,American Buffalo,2,0.0
-1,3316,24,0,3191,12,1,4,Rendezvous in Paris,2,0.0
-1,1023,17,3,3428,12,2,4,Alaska,1,0.0
-1,325,17,3,12442,12,1,4,Fled,1,0.69
-1,2593,17,4,19544,12,1,4,Kazaam,0,0.0
-1,-1,30,0,22629,12,2,4,Magic Hunter,1,0.0
-1,2437,17,3,20500,12,1,4,Larger Than Life,1,0.0
-1,-1,17,2,-1,12,0,4,A Boy Called Hate,1,0.0
-1,536,17,2,-1,12,0,4,Power 98,0,0.0
-1,3980,17,0,2757,12,1,4,Two Deaths,3,0.0
1263,1599,17,4,14913,12,1,4,A Very Brady Sequel,1,0.0
-1,1599,17,0,-1,12,0,4,Stefano Quantestorie,1,0.0
-1,865,24,2,15556,8,2,4,Death in the Garden,3,0.0
-1,3980,13,0,-1,12,2,4,Hedd Wyn,2,0.0
-1,1977,24,3,16595,9,0,4,La Collectionneuse,2,0.0
-1,2116,15,0,-1,12,2,4,Kaspar Hauser,2,0.0
-1,1480,15,2,18590,12,1,4,Regular Guys,1,0.0
-1,2384,15,0,-1,12,-1,4,Diebinnen,0,0.0
-1,3920,17,2,-1,12,1,4,The Convent,2,0.0
-1,1158,17,4,13446,12,1,4,The Adventures of Pinocchio,0,0.0
-1,2587,17,4,-1,12,0,4,Joe's Apartment,0,0.36
-1,1599,17,4,17064,12,1,4,The First Wives Club,2,4.48
-1,3338,17,2,10375,12,1,4,Stonewall,3,0.0
-1,621,17,4,19539,12,2,4,Ransom,2,3.87
-1,1599,17,3,19700,12,0,4,High School High,1,0.0
-1,1599,17,2,14139,12,0,4,Phat Beach,1,0.0
-1,459,17,3,16705,12,1,4,Foxfire,2,0.0
-1,448,17,4,19895,12,2,4,Chain Reaction,1,1.2
-1,1426,17,4,10065,12,1,4,Matilda,3,0.93
-1,1977,17,4,12657,12,2,4,Emma,2,3.71
1287,498,17,4,12735,12,0,4,The Crow: City of Angels,1,1.38
-1,1445,17,4,12421,12,2,4,House Arrest,0,0.0
-1,2205,24,4,11608,9,1,4,Eyes Without a Face,3,0.0
1200,2909,17,3,20881,12,0,4,Bordello of Blood,0,0.37
-1,2384,17,0,-1,12,0,4,Lotto Land,3,0.0
-1,-1,17,0,-1,12,1,4,The Story of Xinghua,0,0.0
-1,-1,87,0,-1,12,1,4,The Day the Sun Turned Cold,3,0.0
-1,2277,17,2,-1,12,0,4,Flirt,3,0.0
-1,2384,17,1,22438,12,1,4,The Big Squeeze,0,0.0
-1,1408,17,2,3452,12,2,4,The Spitfire Grill,2,2.11
405,179,17,4,14819,12,1,4,Escape from L.A.,1,0.85
-1,1715,84,3,4203,12,2,4,Cyclo,2,0.0
-1,2150,17,3,12737,12,2,4,Basquiat,2,1.02
-1,1398,17,4,16205,12,2,4,Tin Cup,1,1.2
-1,2222,17,0,21133,12,2,4,Dingo,1,1.5
-1,2384,36,2,17347,8,1,4,The Ballad of Narayama,2,0.0
-1,2384,24,1,11752,12,2,4,Every Other Weekend,1,0.0
-1,-1,34,0,-1,12,0,4,Mille bolle blu,1,0.0
-1,-1,17,0,-1,7,2,4,Crows and Sparrows,0,0.0
1334,2026,17,4,14514,10,2,4,The Godfather,3,40.84
-1,1408,15,4,4810,12,1,4,Maybe... Maybe Not,2,0.0
978,368,11,4,8366,12,1,4,Police Story 3: Supercop,2,22.76
-1,2000,17,2,15411,12,0,4,Manny & Lo,2,0.86
-1,2384,36,0,19448,8,0,4,Wife,0,0.0
-1,-1,17,2,-1,12,2,4,Small Faces,2,0.0
-1,1697,17,4,5591,12,2,4,Bound,3,1.56
